timestamp,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_market_cap,bitcoin_trade_count
2024-02-26 00:00:00,51751.884054934555,51751.884054934555,51751.884054934555,51751.884054934555,15455098216.48263,1016549456019.3263,0
2024-02-27 00:00:00,54478.191083122954,54478.191083122954,54478.191083122954,54478.191083122954,35407941475.56789,1071049856128.8474,0
2024-02-28 00:00:00,57003.52673730811,57003.52673730811,57003.52673730811,57003.52673730811,51983799587.1939,1118963733317.3013,0
2024-02-29 00:00:00,62558.58202419311,62558.58202419311,62558.58202419311,62558.58202419311,87218855804.01622,1225273849241.6978,0
2024-03-01 00:00:00,61298.216861101624,61298.216861101624,61298.216861101624,61298.216861101624,67692687247.36391,1206725326872.1362,0
2024-03-02 00:00:00,62426.64052919186,62426.64052919186,62426.64052919186,62426.64052919186,36699193361.155365,1227712629022.1812,0
2024-03-03 00:00:00,62067.86680212177,62067.86680212177,62067.86680212177,62067.86680212177,25198213831.25236,1219383305483.4985,0
2024-03-04 00:00:00,63053.10543906421,63053.10543906421,63053.10543906421,63053.10543906421,27108369390.44353,1236312176673.4497,0
2024-03-05 00:00:00,68186.64593432152,68186.64593432152,68186.64593432152,68186.64593432152,74551714626.1156,1333913436699.1726,0
2024-03-06 00:00:00,64291.536557569496,64291.536557569496,64291.536557569496,64291.536557569496,96403762012.66058,1264870242318.5977,0
2024-03-07 00:00:00,66145.91927850846,66145.91927850846,66145.91927850846,66145.91927850846,73151905042.04068,1297845751759.601,0
2024-03-08 00:00:00,66944.87639053575,66944.87639053575,66944.87639053575,66944.87639053575,48853892626.0196,1317508010581.0813,0
2024-03-09 00:00:00,68315.25192078314,68315.25192078314,68315.25192078314,68315.25192078314,63346588227.32869,1340971395884.519,0
2024-03-10 00:00:00,68508.0039626159,68508.0039626159,68508.0039626159,68508.0039626159,21359706190.81524,1346027264110.4956,0
2024-03-11 00:00:00,69075.66688195744,69075.66688195744,69075.66688195744,69075.66688195744,36660543917.16198,1357390358031.5388,0
2024-03-12 00:00:00,72130.55300765681,72130.55300765681,72130.55300765681,72130.55300765681,66653067165.93465,1417772589113.9521,0
2024-03-13 00:00:00,71467.17350326062,71467.17350326062,71467.17350326062,71467.17350326062,64599341551.27301,1403692914139.1924,0
2024-03-14 00:00:00,73097.76702694128,73097.76702694128,73097.76702694128,73097.76702694128,51906601043.53671,1436631290571.5388,0
2024-03-15 00:00:00,71420.03180142345,71420.03180142345,71420.03180142345,71420.03180142345,63073551321.74747,1403843488135.24,0
2024-03-16 00:00:00,69497.7631929463,69497.7631929463,69497.7631929463,69497.7631929463,81204427005.22603,1367669237527.8738,0
2024-03-17 00:00:00,65292.31329331289,65292.31329331289,65292.31329331289,65292.31329331289,49265436012.59228,1282404282863.459,0
2024-03-18 00:00:00,68425.41565643054,68425.41565643054,68425.41565643054,68425.41565643054,47190980586.56393,1344508983079.8567,0
2024-03-19 00:00:00,67708.94360930806,67708.94360930806,67708.94360930806,67708.94360930806,51101822566.75771,1331771923948.0378,0
2024-03-20 00:00:00,62132.51737873437,62132.51737873437,62132.51737873437,62132.51737873437,80179417876.47993,1223867418062.399,0
2024-03-21 00:00:00,67819.05570684028,67819.05570684028,67819.05570684028,67819.05570684028,70836803714.91411,1332594162507.5205,0
2024-03-22 00:00:00,65535.97844847657,65535.97844847657,65535.97844847657,65535.97844847657,48393664548.05336,1287348061971.4202,0
2024-03-23 00:00:00,63509.04496523133,63509.04496523133,63509.04496523133,63509.04496523133,42436600223.53738,1247366367469.2778,0
2024-03-24 00:00:00,64285.80279102199,64285.80279102199,64285.80279102199,64285.80279102199,25489933245.687557,1264722355270.5166,0
2024-03-25 00:00:00,67310.98326810106,67310.98326810106,67310.98326810106,67310.98326810106,28098318940.431744,1323456466317.511,0
2024-03-26 00:00:00,69938.94530200244,69938.94530200244,69938.94530200244,69938.94530200244,44820310272.647514,1371797489739.3416,0
2024-03-27 00:00:00,70082.05122475982,70082.05122475982,70082.05122475982,70082.05122475982,36257324508.56845,1375728580463.2524,0
2024-03-28 00:00:00,69435.75040305211,69435.75040305211,69435.75040305211,69435.75040305211,41441040887.822266,1360261687784.1018,0
2024-03-29 00:00:00,70710.19534863312,70710.19534863312,70710.19534863312,70710.19534863312,30455289338.47621,1390869723348.0437,0
2024-03-30 00:00:00,69919.05546148612,69919.05546148612,69919.05546148612,69919.05546148612,25785951735.485695,1374646886107.8396,0
2024-03-31 00:00:00,69702.3087473573,69702.3087473573,69702.3087473573,69702.3087473573,16408802301.837431,1370247487960.0945,0
2024-04-01 00:00:00,71246.95144060145,71246.95144060145,71246.95144060145,71246.95144060145,19723005998.21497,1401370211582.3662,0
2024-04-02 00:00:00,69785.92503802372,69785.92503802372,69785.92503802372,69785.92503802372,36040088988.53872,1373784286061.3486,0
2024-04-03 00:00:00,65440.41922587159,65440.41922587159,65440.41922587159,65440.41922587159,45161133992.09071,1288360536576.547,0
2024-04-04 00:00:00,66123.938539074,66123.938539074,66123.938539074,66123.938539074,35559952961.797325,1301670235623.7266,0
2024-04-05 00:00:00,68542.17715279506,68542.17715279506,68542.17715279506,68542.17715279506,37516850709.63811,1348455954443.3696,0
2024-04-06 00:00:00,67978.61023408506,67978.61023408506,67978.61023408506,67978.61023408506,35132808695.80448,1337452583876.3916,0
2024-04-07 00:00:00,69000.6499164776,69000.6499164776,69000.6499164776,69000.6499164776,19119438138.850826,1358548956714.7139,0
2024-04-08 00:00:00,69401.97360911008,69401.97360911008,69401.97360911008,69401.97360911008,17935478429.01022,1367272232852.0764,0
2024-04-09 00:00:00,71624.18486236996,71624.18486236996,71624.18486236996,71624.18486236996,33111949671.02105,1410324678268.6392,0
2024-04-10 00:00:00,69158.64381207665,69158.64381207665,69158.64381207665,69158.64381207665,36488482038.859055,1361830648708.6648,0
2024-04-11 00:00:00,70527.88997578963,70527.88997578963,70527.88997578963,70527.88997578963,38378062633.13138,1387722485989.3584,0
2024-04-12 00:00:00,70106.66413070948,70106.66413070948,70106.66413070948,70106.66413070948,30118549149.510498,1379324055321.196,0
2024-04-13 00:00:00,67252.10504226631,67252.10504226631,67252.10504226631,67252.10504226631,43471949726.09197,1321648247460.1611,0
2024-04-14 00:00:00,64404.82548907413,64404.82548907413,64404.82548907413,64404.82548907413,49214481480.20075,1270009515097.3306,0
2024-04-15 00:00:00,65752.66004728881,65752.66004728881,65752.66004728881,65752.66004728881,40292911692.95434,1293286386553.3967,0
2024-04-16 00:00:00,63430.5714573684,63430.5714573684,63430.5714573684,63430.5714573684,42796604938.03423,1247928896840.997,0
2024-04-17 00:00:00,63720.501587480736,63720.501587480736,63720.501587480736,63720.501587480736,42157169474.39519,1253670904297.4917,0
2024-04-18 00:00:00,61328.89798860725,61328.89798860725,61328.89798860725,61328.89798860725,41123362075.93534,1207185042484.4346,0
2024-04-19 00:00:00,63461.592695107174,63461.592695107174,63461.592695107174,63461.592695107174,35901618166.42319,1249565911947.3347,0
2024-04-20 00:00:00,63988.818471785664,63988.818471785664,63988.818471785664,63988.818471785664,52227787323.81757,1263308149913.607,0
2024-04-21 00:00:00,64894.41869109179,64894.41869109179,64894.41869109179,64894.41869109179,16601830590.687477,1277940837359.7852,0
2024-04-22 00:00:00,64936.4207567739,64936.4207567739,64936.4207567739,64936.4207567739,19592118541.18973,1279763566407.3762,0
2024-04-23 00:00:00,66841.66685207361,66841.66685207361,66841.66685207361,66841.66685207361,27748586313.20611,1317058642854.2856,0
2024-04-24 00:00:00,66406.95244392671,66406.95244392671,66406.95244392671,66406.95244392671,23232230785.201836,1306843409278.049,0
2024-04-25 00:00:00,64279.51812857524,64279.51812857524,64279.51812857524,64279.51812857524,30939903322.025898,1265541377860.928,0
2024-04-26 00:00:00,64486.183359158975,64486.183359158975,64486.183359158975,64486.183359158975,24705345525.57077,1269387456067.624,0
2024-04-27 00:00:00,63802.330049258766,63802.330049258766,63802.330049258766,63802.330049258766,23302057197.884678,1255539337969.4697,0
2024-04-28 00:00:00,63517.248743409626,63517.248743409626,63517.248743409626,63517.248743409626,19190483386.063873,1249495302303.4912,0
2024-04-29 00:00:00,63030.433616681854,63030.433616681854,63030.433616681854,63030.433616681854,16180294651.046635,1240724751365.882,0
2024-04-30 00:00:00,63797.67963589958,63797.67963589958,63797.67963589958,63797.67963589958,27242983698.21234,1257159131219.0603,0
2024-05-01 00:00:00,60749.47209216387,60749.47209216387,60749.47209216387,60749.47209216387,39533113322.04938,1197773959985.8767,0
2024-05-02 00:00:00,58297.574075325494,58297.574075325494,58297.574075325494,58297.574075325494,51109380171.692604,1151677489315.1536,0
2024-05-03 00:00:00,59135.1733607733,59135.1733607733,59135.1733607733,59135.1733607733,28255509745.49032,1164721402399.166,0
2024-05-04 00:00:00,62839.34073569376,62839.34073569376,62839.34073569376,62839.34073569376,33591665812.212433,1239817041554.716,0
2024-05-05 00:00:00,63820.451902924986,63820.451902924986,63820.451902924986,63820.451902924986,20510614461.479218,1257549583083.3145,0
2024-05-06 00:00:00,64010.00865210892,64010.00865210892,64010.00865210892,64010.00865210892,18115695040.201984,1259667234461.2874,0
2024-05-07 00:00:00,63172.48129551341,63172.48129551341,63172.48129551341,63172.48129551341,17917770174.27797,1244417948315.7583,0
2024-05-08 00:00:00,62363.057191718624,62363.057191718624,62363.057191718624,62363.057191718624,19925137720.849453,1229336706399.346,0
2024-05-09 00:00:00,61215.50400879193,61215.50400879193,61215.50400879193,61215.50400879193,20303831135.373127,1203918522476.5405,0
2024-05-10 00:00:00,63148.599943097026,63148.599943097026,63148.599943097026,63148.599943097026,25837724247.550426,1240910691253.6274,0
2024-05-11 00:00:00,60888.21674957157,60888.21674957157,60888.21674957157,60888.21674957157,23987518755.480534,1199393711200.297,0
2024-05-12 00:00:00,60776.972079172134,60776.972079172134,60776.972079172134,60776.972079172134,12120618802.065384,1197102943502.2341,0
2024-05-13 00:00:00,61507.054004121346,61507.054004121346,61507.054004121346,61507.054004121346,13045696108.912676,1211277523448.5786,0
2024-05-14 00:00:00,62878.783300729294,62878.783300729294,62878.783300729294,62878.783300729294,27740460083.601814,1238994152713.125,0
2024-05-15 00:00:00,61569.1130057734,61569.1130057734,61569.1130057734,61569.1130057734,21581895152.31416,1212998352772.157,0
2024-05-16 00:00:00,66220.51831432826,66220.51831432826,66220.51831432826,66220.51831432826,38101793065.15294,1307048849176.4167,0
2024-05-17 00:00:00,65260.879803346186,65260.879803346186,65260.879803346186,65260.879803346186,29114585833.349678,1286278919684.0837,0
2024-05-18 00:00:00,67053.12326509564,67053.12326509564,67053.12326509564,67053.12326509564,25397793918.993534,1319238394090.13,0
2024-05-19 00:00:00,66912.61861403697,66912.61861403697,66912.61861403697,66912.61861403697,13025487675.845129,1319928522881.6436,0
2024-05-20 00:00:00,66252.71259591613,66252.71259591613,66252.71259591613,66252.71259591613,9072734600.009218,1304727108597.6987,0
2024-05-21 00:00:00,71430.29700215145,71430.29700215145,71430.29700215145,71430.29700215145,35923476641.4359,1406288649446.611,0
2024-05-22 00:00:00,70189.8358177002,70189.8358177002,70189.8358177002,70189.8358177002,41105056578.01701,1382275470797.567,0
2024-05-23 00:00:00,69181.20085677762,69181.20085677762,69181.20085677762,69181.20085677762,31059440495.91766,1362228629448.754,0
2024-05-24 00:00:00,67906.46534276106,67906.46534276106,67906.46534276106,67906.46534276106,39235702119.25446,1336347300306.381,0
2024-05-25 00:00:00,68539.91646552991,68539.91646552991,68539.91646552991,68539.91646552991,28127411967.182774,1350764328536.3708,0
2024-05-26 00:00:00,69268.44558973772,69268.44558973772,69268.44558973772,69268.44558973772,15929396750.116022,1363997851294.8164,0
2024-05-27 00:00:00,68508.83110875699,68508.83110875699,68508.83110875699,68508.83110875699,11243743771.147913,1349351520129.172,0
2024-05-28 00:00:00,69367.23871755725,69367.23871755725,69367.23871755725,69367.23871755725,18983806932.464344,1366931305389.0393,0
2024-05-29 00:00:00,68316.63588049631,68316.63588049631,68316.63588049631,68316.63588049631,31278122196.184998,1347542673428.3018,0
2024-05-30 00:00:00,67577.26558995963,67577.26558995963,67577.26558995963,67577.26558995963,24320692137.62038,1331734029835.3335,0
2024-05-31 00:00:00,68372.49288434093,68372.49288434093,68372.49288434093,68372.49288434093,25344376897.716885,1346147846430.124,0
2024-06-01 00:00:00,67474.95483698409,67474.95483698409,67474.95483698409,67474.95483698409,19685305476.459476,1331606411822.8157,0
2024-06-02 00:00:00,67704.32641811523,67704.32641811523,67704.32641811523,67704.32641811523,10724053324.55672,1333649555935.3525,0
2024-06-03 00:00:00,67740.01690222476,67740.01690222476,67740.01690222476,67740.01690222476,16137350587.750422,1335930570689.7126,0
2024-06-04 00:00:00,68808.29368590549,68808.29368590549,68808.29368590549,68808.29368590549,29862293749.910686,1355484820107.0864,0
2024-06-05 00:00:00,70600.01116676089,70600.01116676089,70600.01116676089,70600.01116676089,31561053725.144592,1390853496950.4385,0
2024-06-06 00:00:00,71184.59943059199,71184.59943059199,71184.59943059199,71184.59943059199,32560403314.989147,1400297735227.1965,0
2024-06-07 00:00:00,70759.58819301432,70759.58819301432,70759.58819301432,70759.58819301432,23612879689.560955,1394881646977.521,0
2024-06-08 00:00:00,69325.36238847222,69325.36238847222,69325.36238847222,69325.36238847222,18597495569.911568,1366366925856.506,0
2024-06-09 00:00:00,69315.1041233966,69315.1041233966,69315.1041233966,69315.1041233966,10688301508.476225,1366065699664.3162,0
2024-06-10 00:00:00,69654.16073760358,69654.16073760358,69654.16073760358,69654.16073760358,10461044041.080194,1372556186704.501,0
2024-06-11 00:00:00,69493.17760915738,69493.17760915738,69493.17760915738,69493.17760915738,19335866773.67523,1369378888543.5317,0
2024-06-12 00:00:00,67329.15232724321,67329.15232724321,67329.15232724321,67329.15232724321,38513044382.60802,1327665028180.2761,0
2024-06-13 00:00:00,68224.51967501991,68224.51967501991,68224.51967501991,68224.51967501991,36027809551.45211,1345244310606.6865,0
2024-06-14 00:00:00,66700.31696564378,66700.31696564378,66700.31696564378,66700.31696564378,29654777884.381138,1317161415434.6978,0
2024-06-15 00:00:00,66011.07873713733,66011.07873713733,66011.07873713733,66011.07873713733,27966992832.749634,1301949410096.3496,0
